Symbol,Series,Security Name,Band,Remarks
SILVERCASE,EQ,ZERODHA FUND HOUSE - ZERODHA SILVER ETF,20,"-"
SILVERIETF,EQ,ICICI PRUDENTIAL MUTUAL FUND - ICICI PRUDENTIAL SILVER ETF,20,"-"
SIMPLEXINF,EQ,SIMPLEX INFRASTRUCTURES LIMITED,20,"-"
SINCLAIR,EQ,SINCLAIRS HOTELS LIMITED,20,"-"
SINDHUTRAD,EQ,SINDHU TRADE LINKS LIMITED,20,"-"
SINTERCOM,EQ,SINTERCOM INDIA LIMITED,20,"-"
SIRCA,EQ,SIRCA PAINTS INDIA LIMITED,20,"-"
SIS,EQ,SIS LIMITED,20,"-"
SIYSIL,EQ,SIYARAM SILK MILLS LIMITED,20,"-"
SJLOGISTIC,SM,S J LOGISTICS (INDIA) LIMITED,20,"-"
SJS,EQ,S.J.S. ENTERPRISES LIMITED,20,"-"
SJVN,EQ,SJVN LIMITED,20,"-"
SKFINDIA,EQ,SKF INDIA LIMITED,20,"-"
SKFINDUS,EQ,SKF INDIA (INDUSTRIAL) LIMITED,20,"-"
SKIPPER,EQ,SKIPPER LIMITED,20,"-"
SKMEGGPROD,EQ,SKM EGG PRODUCTS EXPORT (INDIA) LIMITED,20,"-"
SKP,SM,SKP BEARING INDUSTRIES LIMITED,20,"-"
SKYGOLD,EQ,SKY GOLD AND DIAMONDS LIMITED,20,"-"
SMALL250,EQ,MIRAE ASSET MUTUAL FUND - MIRAE ASSET NIFTY SMALLCAP 250 ETF,20,"-"
SMALLADD,EQ,DSP MUTUAL FUND - DSP NIFTY SMALLCAP 250 ETF,20,"-"
SMALLCAP,EQ,MIRAE ASSET MF-MIRAE ASSET NIFTY SMALLCAP 250 MOMENTUM QUALITY 100 ETF,20,"-"
SMARTEN,SM,SMARTEN POWER SYSTEMS LIMITED,20,"-"
SMARTLINK,EQ,SMARTLINK HOLDINGS LIMITED,20,"-"
SMARTWORKS,EQ,SMARTWORKS COWORKING SPACES LIMITED,20,"-"
SMCGLOBAL,EQ,SMC GLOBAL SECURITIES LIMITED,20,"-"
SML100CASE,EQ,ZERODHA FUND HOUSE - ZERODHA NIFTY SMALLCAP 100 ETF,20,"-"
SMLT,EQ,SARTHAK METALS LIMITED,20,"-"
SMSPHARMA,EQ,SMS PHARMACEUTICALS LIMITED,20,"-"
SNEHAA,SM,SNEHAA ORGANICS LIMITED,20,"-"
SNOWMAN,EQ,SNOWMAN LOGISTICS LIMITED,20,"-"
SNXT30BEES,EQ,NIPPON INDIA MUTUAL FUND - NIPPON INDIA BSE SENSEX NEXT 30 ETF,20,"-"
SNXT50BETA,EQ,UTI BSE SENSEX NEXT 50 ETF,20,"-"
SOBHA,EQ,SOBHA LIMITED,20,"-"
SOFTTECH,EQ,SOFTTECH ENGINEERS LIMITED,20,"-"
SOLARA,EQ,SOLARA ACTIVE PHARMA SCIENCES LIMITED,20,"-"
SOLARAPP1,E1,SOLARA ACTIVE PHARMA SCIENCES LIMITED,20,"-"
SOLARWORLD,EQ,SOLARWORLD ENERGY SOLUTIONS LIMITED,20,"-"
SOLEX,EQ,SOLEX ENERGY LIMITED,20,"-"
SOMANYCERA,EQ,SOMANY CERAMICS LIMITED,20,"-"
SOMICONVEY,EQ,SOMI CONVEYOR BELTINGS LIMITED,20,"-"
SONAMAC,SM,SONA MACHINERY LIMITED,20,"-"
SONAMLTD,EQ,SONAM LIMITED,20,"-"
SONATSOFTW,EQ,SONATA SOFTWARE LIMITED,20,"-"
SOTL,EQ,SAVITA OIL TECHNOLOGIES LIMITED,20,"-"
SOUTHBANK,EQ,THE SOUTH INDIAN BANK LIMITED,20,"-"
SPAL,EQ,S. P. APPARELS LIMITED,20,"-"
SPANDANA,EQ,SPANDANA SPHOORTY FINANCIAL LIMITED,20,"-"
SPARC,EQ,SUN PHARMA ADVANCED RESEARCH COMPANY LIMITED,20,"-"
SPEB,SM,SPEB ADHESIVES LIMITED,20,"-"
SPECIALITY,EQ,SPECIALITY RESTAURANTS LIMITED,20,"-"
SPECTRUM,EQ,SPECTRUM ELECTRICAL INDUSTRIES LIMITED,20,"-"
SPENCERS,EQ,SPENCER'S RETAIL LIMITED,20,"-"
SPIC,EQ,SOUTHERN PETROCHEMICALS INDUSTRIES CORPORATION  LIMITED,20,"-"
SPLIL,EQ,SPL INDUSTRIES LIMITED,20,"-"
SPLPETRO,EQ,SUPREME PETROCHEM LIMITED,20,"-"
SPMLINFRA,EQ,SPML INFRA LIMITED,20,"-"
SPORTKING,EQ,SPORTKING INDIA LIMITED,20,"-"
SPUNWEB,SM,SPUNWEB NONWOVEN LIMITED,20,"-"
SRD,EQ,SHANKAR LAL RAMPAL DYE-CHEM LIMITED,20,"-"
SREEL,EQ,SREELEATHERS LIMITED,20,"-"
SRGHFL,EQ,SRG HOUSING FINANCE LIMITED,20,"-"
SRHHYPOLTD,EQ,SREE RAYALASEEMA HI-STRENGTH HYPO LIMITED,20,"-"
SRIVASAVI,SM,SRIVASAVI ADHESIVE TAPES LIMITED,20,"-"
SRM,EQ,SRM CONTRACTORS LIMITED,20,"-"
SSDL,EQ,SARASWATI SAREE DEPOT LIMITED,20,"-"
SSEGL,SM,SATHLOKHAR SYNERGYS E&C GLOBAL LIMITED,20,"-"
SSFL,SM,SRIVARI SPICES AND FOODS LIMITED,20,"-"
SSFLPP,E1,SPANDANA SPHOORTY FINANCIAL LIMITED,20,"-"
SSWL,EQ,STEEL STRIPS WHEELS LIMITED,20,"-"
STANLEY,EQ,STANLEY LIFESTYLES LIMITED,20,"-"
STAR,EQ,STRIDES PHARMA SCIENCE LIMITED,20,"-"
STARCEMENT,EQ,STAR CEMENT LIMITED,20,"-"
STARHEALTH,EQ,STAR HEALTH AND ALLIED INSURANCE COMPANY LIMITED,20,"-"
STARPAPER,EQ,STAR PAPER MILLS LIMITED,20,"-"
STARTECK,EQ,STARTECK FINANCE LIMITED,20,"-"
STCINDIA,EQ,THE STATE TRADING CORPORATION OF INDIA LIMITED,20,"-"
STEELCAS,EQ,STEELCAST LIMITED,20,"-"
STEELCITY,EQ,STEEL CITY SECURITIES LIMITED,20,"-"
STEELXIND,EQ,STEEL EXCHANGE INDIA LIMITED,20,"-"
STEL,EQ,STEL HOLDINGS LIMITED,20,"-"
STERTOOLS,EQ,STERLING TOOLS LIMITED,20,"-"
STLNETWORK,EQ,STL NETWORKS LIMITED,20,"-"
STLTECH,EQ,STERLITE TECHNOLOGIES LIMITED,20,"-"
STOVEKRAFT,EQ,STOVE KRAFT LIMITED,20,"-"
STUDDS,EQ,STUDDS ACCESSORIES LIMITED,20,"-"
STUDIOLSD,SM,STUDIO LSD LIMITED,20,"-"
STYLAMIND,EQ,STYLAM INDUSTRIES LIMITED,20,"-"
STYRENIX,EQ,STYRENIX PERFORMANCE MATERIALS LIMITED,20,"-"
SUBAHOTELS,SM,SUBA HOTELS LIMITED,20,"-"
SUBEXLTD,EQ,SUBEX LIMITED,20,"-"
SUBROS,EQ,SUBROS LIMITED,20,"-"
SUDARCOLOR,EQ,SUDARSHAN COLORANTS INDIA LIMITED,20,"-"
SUDARSCHEM,EQ,SUDARSHAN CHEMICAL INDUSTRIES LIMITED,20,"-"
SUKHJITS,EQ,SUKHJIT STARCH & CHEMICALS LIMITED,20,"-"
SULA,EQ,SULA VINEYARDS LIMITED,20,"-"
SUMICHEM,EQ,SUMITOMO CHEMICAL INDIA LIMITED,20,"-"
SUMIT,EQ,SUMIT WOODS LIMITED,20,"-"
SUMMITSEC,EQ,SUMMIT SECURITIES LIMITED,20,"-"
SUNCLAY,EQ,SUNDARAM CLAYTON LIMITED,20,"-"
SUNDARAM,EQ,SUNDARAM MULTI PAP LIMITED,20,"-"
SUNDARMFIN,EQ,SUNDARAM FINANCE LIMITED,20,"-"
SUNDRMBRAK,EQ,SUNDARAM BRAKE LININGS LIMITED,20,"-"
SUNDRMFAST,EQ,SUNDRAM FASTENERS LIMITED,20,"-"
SUNDROP,EQ,SUNDROP BRANDS LIMITED,20,"-"
SUNFLAG,EQ,SUNFLAG IRON AND STEEL COMPANY LIMITED,20,"-"
SUNREST,SM,SUNREST LIFESCIENCE LIMITED,20,"-"
SUNTECH,SM,SUNTECH INFRA SOLUTIONS LIMITED,20,"-"
SUNTECK,EQ,SUNTECK REALTY LIMITED,20,"-"
SUNTV,EQ,SUN TV NETWORK LIMITED,20,"-"
SUPERHOUSE,EQ,SUPERHOUSE LIMITED,20,"-"
SUPERSPIN,EQ,SUPER SPINNING MILLS LIMITED,20,"-"
SUPRAJIT,EQ,SUPRAJIT ENGINEERING LIMITED,20,"-"
SUPREME,EQ,SUPREME HOLDINGS & HOSPITALITY (INDIA) LIMITED,20,"-"
SUPREMEPWR,SM,SUPREME POWER EQUIPMENT LIMITED,20,"-"
SUPRIYA,EQ,SUPRIYA LIFESCIENCE LIMITED,20,"-"
SURAJEST,EQ,SURAJ ESTATE DEVELOPERS LIMITED,20,"-"
SURAJLTD,EQ,SURAJ LIMITED,20,"-"
SURAKSHA,EQ,SURAKSHA DIAGNOSTIC LIMITED,20,"-"
SURANASOL,EQ,SURANA SOLAR LIMITED,20,"-"
SURANAT&P,EQ,SURANA TELECOM AND POWER LIMITED,20,"-"
SURANI,SM,SURANI STEEL TUBES LIMITED,20,"-"
SURYALAXMI,EQ,SURYALAKSHMI COTTON MILLS LIMITED,20,"-"
SURYAROSNI,EQ,SURYA ROSHNI LIMITED,20,"-"
SURYODAY,EQ,SURYODAY SMALL FINANCE BANK LIMITED,20,"-"
SUTLEJTEX,EQ,SUTLEJ TEXTILES AND INDUSTRIES LIMITED,20,"-"
SUVEN,EQ,SUVEN LIFE SCIENCES LIMITED,20,"-"
SUVIDHAA,EQ,SUVIDHAA INFOSERVE LIMITED,20,"-"
SUYOG,EQ,SUYOG TELEMATICS LIMITED,20,"-"
SWANCORP,EQ,SWAN CORP LIMITED,20,"-"
SWARAJENG,EQ,SWARAJ ENGINES LIMITED,20,"-"
SWASTIK,SM,SWASTIK PIPE LIMITED,20,"-"
SWELECTES,EQ,SWELECT ENERGY SYSTEMS LIMITED,20,"-"
SWSOLAR,EQ,STERLING AND WILSON RENEWABLE ENERGY LIMITED,20,"-"
SYLVANPLY,SM,SYLVAN PLYBOARD (INDIA) LIMITED,20,"-"
SYMPHONY,EQ,SYMPHONY LIMITED,20,"-"
SYNCOMF,EQ,SYNCOM FORMULATIONS (INDIA) LIMITED,20,"-"
SYRMA,EQ,SYRMA SGS TECHNOLOGY LIMITED,20,"-"
TAINWALCHM,EQ,TAINWALA CHEMICAL AND PLASTIC (I) LIMITED,20,"-"
TAJGVK,EQ,TAJ GVK HOTELS & RESORTS LIMITED,20,"-"
TALBROAUTO,EQ,TALBROS AUTOMOTIVE COMPONENTS LIMITED,20,"-"
TANLA,EQ,TANLA PLATFORMS LIMITED,20,"-"
TARACHAND,EQ,TARA CHAND INFRALOGISTIC SOLUTIONS LIMITED,20,"-"
TARC,EQ,TARC LIMITED,20,"-"
TARIL,EQ,TRANSFORMERS AND RECTIFIERS (INDIA) LIMITED,20,"-"
TARMAT,EQ,TARMAT LIMITED,20,"-"
TARSONS,EQ,TARSONS PRODUCTS LIMITED,20,"-"
TASTYBITE,EQ,TASTY BITE EATABLES LIMITED,20,"-"
TATACHEM,EQ,TATA CHEMICALS LIMITED,20,"-"
TATACOMM,EQ,TATA COMMUNICATIONS LIMITED,20,"-"
TATAGOLD,EQ,TATA MUTUAL FUND TATA GOLD EXCHANGE TRADED FUND,20,"-"
TATAINVEST,EQ,TATA INVESTMENT CORPORATION LIMITED,20,"-"
TATSILV,EQ,TATA MUTUAL FUND TATA SILVER EXCHANGE TRADED FUND,20,"-"
TATVA,EQ,TATVA CHINTAN PHARMA CHEM LIMITED,20,"-"
TAURIAN,SM,TAURIAN MPS LIMITED,20,"-"
TBI,SM,TBI CORN LIMITED,20,"-"
TBOTEK,EQ,TBO TEK LIMITED,20,"-"
TBZ,EQ,TRIBHOVANDAS BHIMJI ZAVERI LIMITED,20,"-"
TCI,EQ,TRANSPORT CORPORATION OF INDIA LIMITED,20,"-"
TCIEXP,EQ,TCI EXPRESS LIMITED,20,"-"
TCL,SM,THAAI CASTING LIMITED,20,"-"
TCPLPACK,EQ,TCPL PACKAGING LIMITED,20,"-"
TDPOWERSYS,EQ,TD POWER SYSTEMS LIMITED,20,"-"
TEAMGTY,EQ,TEAM INDIA GUARANTY LIMITED,20,"-"
TEAMLEASE,EQ,TEAMLEASE SERVICES LIMITED,20,"-"
TECH,EQ,ADITYA BIRLA SUN LIFE MUTUAL FUND - ADITYA BIRLA SUN LIFE NIFTY IT ETF,20,"-"
TECHD,SM,TECHD CYBERSECURITY LIMITED,20,"-"
TECHNOE,EQ,TECHNO ELECTRIC & ENGINEERING COMPANY LIMITED,20,"-"
TEGA,EQ,TEGA INDUSTRIES LIMITED,20,"-"
TEJASNET,EQ,TEJAS NETWORKS LIMITED,20,"-"
TENNIND,EQ,TENNECO CLEAN AIR INDIA LIMITED,20,"-"
TEXINFRA,EQ,TEXMACO INFRASTRUCTURE & HOLDINGS LIMITED,20,"-"
TEXMOPIPES,EQ,TEXMO PIPES AND PRODUCTS LIMITED,20,"-"
TEXRAIL,EQ,TEXMACO RAIL & ENGINEERING LIMITED,20,"-"
TFCILTD,EQ,TOURISM FINANCE CORPORATION OF INDIA LIMITED,20,"-"
TFL,EQ,TRANSWARRANTY FINANCE LIMITED,20,"-"
TGBHOTELS,EQ,TGB BANQUETS AND HOTELS LIMITED,20,"-"
THEINVEST,EQ,THE INVESTMENT TRUST OF INDIA LIMITED,20,"-"
THEJO,EQ,THEJO ENGINEERING LIMITED,20,"-"
THEMISMED,EQ,THEMIS MEDICARE LIMITED,20,"-"
THERMAX,EQ,THERMAX LIMITED,20,"-"
THOMASCOOK,EQ,THOMAS COOK  (INDIA)  LIMITED,20,"-"
THOMASCOTT,EQ,THOMAS SCOTT (INDIA) LIMITED,20,"-"
THYROCARE,EQ,THYROCARE TECHNOLOGIES LIMITED,20,"-"
TI,EQ,TILAKNAGAR INDUSTRIES LIMITED,20,"-"
TIGERLOGS,EQ,TIGER LOGISTICS (INDIA) LIMITED,20,"-"
TIIL,EQ,TECHNOCRAFT INDUSTRIES (INDIA) LIMITED,20,"-"
TIJARIA,EQ,TIJARIA POLYPIPES LIMITED,20,"GSM STAGE - 0"
TIL,EQ,TIL LIMITED,20,"-"
TIMETECHNO,EQ,TIME TECHNOPLAST LIMITED,20,"-"
TIMKEN,EQ,TIMKEN INDIA LIMITED,20,"-"
TINNARUBR,EQ,TINNA RUBBER AND INFRASTRUCTURE LIMITED,20,"-"
TIPSFILMS,EQ,TIPS FILMS LIMITED,20,"-"
TIPSMUSIC,EQ,TIPS MUSIC LIMITED,20,"-"
TIRUMALCHM,EQ,THIRUMALAI CHEMICALS LIMITED,20,"-"
TIRUPATIFL,EQ,TIRUPATI FORGE LIMITED,20,"-"
TITAGARH,EQ,TITAGARH RAIL SYSTEMS LIMITED,20,"-"
TMB,EQ,TAMILNAD MERCANTILE BANK LIMITED,20,"-"
TMCV,EQ,TATA MOTORS LIMITED,20,"-"
TNIDETF,EQ,TATA MUTUAL FUND - TATA NIFTY INDIA DIGITAL EXCHANGE TRADED FUND,20,"-"
TNPETRO,EQ,TAMILNADU PETROPRODUCTS LIMITED,20,"-"
TNPL,EQ,TAMIL NADU NEWSPRINT & PAPERS LIMITED,20,"-"
TOKYOPLAST,EQ,TOKYO PLAST INTERNATIONAL LIMITED,20,"-"
TOLINS,EQ,TOLINS TYRES LIMITED,20,"-"
TOP100CASE,EQ,ZERODHA FUND HOUSE - ZERODHA NIFTY 100 ETF,20,"-"
TOP10ADD,EQ,DSP MUTUAL FUND - DSP NIFTY TOP 10 EQUAL WEIGHT ETF,20,"-"
TOP15IETF,EQ,ICICI PRUDENTIAL MF - ICICI PRUDENTIAL NIFTY TOP 15 EQUAL WEIGHT ETF,20,"-"
TOP20,EQ,MIRAE ASSET MUTUAL FUND - MIRAE ASSET NIFTY TOP 20 EQUAL WEIGHT ETF,20,"-"
TOTAL,EQ,TOTAL TRANSPORT SYSTEMS LIMITED,20,"-"
TOUCHWOOD,EQ,TOUCHWOOD ENTERTAINMENT LIMITED,20,"-"
TPLPLASTEH,EQ,TPL PLASTECH LIMITED,20,"-"
TRACXN,EQ,TRACXN TECHNOLOGIES LIMITED,20,"-"
TRANSRAILL,EQ,TRANSRAIL LIGHTING LIMITED,20,"-"
TRANSTEEL,SM,TRANSTEEL SEATING TECHNOLOGIES LIMITED,20,"-"
TRANSWORLD,EQ,TRANSWORLD SHIPPING LINES LIMITED,20,"-"
TREEHOUSE,EQ,TREE HOUSE EDUCATION & ACCESSORIES LIMITED,20,"-"
TREL,EQ,TRANSINDIA REAL ESTATE LIMITED,20,"-"
TRF,EQ,TRF LIMITED,20,"-"
TRIDENT,EQ,TRIDENT LIMITED,20,"-"
TRIDHYA,SM,TRIDHYA TECH LIMITED,20,"-"
TRITURBINE,EQ,TRIVENI TURBINE LIMITED,20,"-"
TRIVENI,EQ,TRIVENI ENGINEERING & INDUSTRIES LIMITED,20,"-"
TROM,SM,TROM INDUSTRIES LIMITED,20,"-"
TRUALT,EQ,TRUALT BIOENERGY LIMITED,20,"-"
TRUST,SM,TRUST FINTECH LIMITED,20,"-"
TSC,SM,TSC INDIA LIMITED,20,"-"
TSFINV,EQ,TSF INVESTMENTS LIMITED,20,"-"
TTKHLTCARE,EQ,TTK HEALTHCARE LIMITED,20,"-"
TTKPRESTIG,EQ,TTK PRESTIGE LIMITED,20,"-"
TTL,EQ,T T LIMITED,20,"-"
TTML,EQ,TATA TELESERVICES (MAHARASHTRA) LIMITED,20,"-"
TVSHLTD,EQ,TVS HOLDINGS LIMITED,20,"-"
TVSINVIT,IV,TVS INFRASTRUCTURE TRUST,20,"-"
TVSSCS,EQ,TVS SUPPLY CHAIN SOLUTIONS LIMITED,20,"-"
TVSSRICHAK,EQ,TVS SRICHAKRA LIMITED,20,"-"
TVTODAY,EQ,TV TODAY NETWORK LIMITED,20,"-"
TWCGOLDETF,EQ,THE WEALTH COMPANY MUTUAL FUND - THE WEALTH COMPANY GOLD ETF,20,"-"
UBL,EQ,UNITED BREWERIES LIMITED,20,"-"
UCAL,EQ,UCAL LIMITED,20,"-"
UCL,SM,USHANTI COLOUR CHEM LIMITED,20,"-"
UCOBANK,EQ,UCO BANK,20,"-"
UDS,EQ,UPDATER SERVICES LIMITED,20,"-"
UFLEX,EQ,UFLEX LIMITED,20,"-"
UFO,EQ,UFO MOVIEZ INDIA LIMITED,20,"-"
UGARSUGAR,EQ,THE UGAR SUGAR WORKS LIMITED,20,"-"
UGROCAP,EQ,UGRO CAPITAL LIMITED,20,"-"
UHTL,SM,UNITED HEAT TRANSFER LIMITED,20,"-"
UJJIVANSFB,EQ,UJJIVAN SMALL FINANCE BANK LIMITED,20,"-"
UMA,SM,UMA CONVERTER LIMITED,20,"-"
UMAEXPORTS,EQ,UMA EXPORTS LIMITED,20,"-"
UMESLTD,EQ,USHA MARTIN EDUCATION & SOLUTIONS LIMITED,20,"-"
UMIYA-MRO,EQ,UMIYA BUILDCON LIMITED,20,"-"
UNICHEMLAB,EQ,UNICHEM LABORATORIES LIMITED,20,"-"
UNIDT,EQ,UNITED DRILLING TOOLS LIMITED,20,"-"
UNIECOM,EQ,UNICOMMERCE ESOLUTIONS LIMITED,20,"-"
UNIENTER,EQ,UNIPHOS ENTERPRISES LIMITED,20,"-"
UNIINFO,EQ,UNIINFO TELECOM SERVICES LIMITED,20,"GSM STAGE - 0"
UNILEX,SM,UNILEX COLOURS AND CHEMICALS LIMITED,20,"-"
UNIONGOLD,EQ,UNION MUTUAL FUND - UNION GOLD ETF,20,"-"
UNIPARTS,EQ,UNIPARTS INDIA LIMITED,20,"-"
UNITEDTEA,EQ,THE UNITED NILGIRI TEA ESTATES COMPANY LIMITED,20,"-"
UNIVASTU,EQ,UNIVASTU INDIA LIMITED,20,"-"
UNIVCABLES,EQ,UNIVERSAL CABLES LIMITED,20,"-"
UNIVPHOTO,EQ,UNIVERSUS PHOTO IMAGINGS LIMITED,20,"-"
URBAN,SM,URBAN ENVIRO WASTE MANAGEMENT LIMITED,20,"-"
URBANCO,EQ,URBAN COMPANY LIMITED,20,"-"
URJA,EQ,URJA GLOBAL LIMITED,20,"-"
USHAFIN,SM,USHA FINANCIAL SERVICES LIMITED,20,"-"
USHAMART,EQ,USHA MARTIN LIMITED,20,"-"
USK,EQ,UDAYSHIVAKUMAR INFRA LIMITED,20,"-"
UTIAMC,EQ,UTI ASSET MANAGEMENT COMPANY LIMITED,20,"-"
UTKARSHBNK,EQ,UTKARSH SMALL FINANCE BANK LIMITED,20,"-"
UTSSAV,SM,UTSSAV CZ GOLD JEWELS LIMITED,20,"-"
UTTAMSUGAR,EQ,UTTAM SUGAR MILLS LIMITED,20,"-"
VADILALIND,EQ,VADILAL INDUSTRIES LIMITED,20,"-"
VAIBHAVGBL,EQ,VAIBHAV GLOBAL LIMITED,20,"-"
VAISHALI,EQ,VAISHALI PHARMA LIMITED,20,"-"
VAKRANGEE,EQ,VAKRANGEE LIMITED,20,"-"
VAL30IETF,EQ,ICICI PRUDENTIAL MUTUAL FUND - ICICI PRUDENTIAL NIFTY200 VALUE 30 ETF,20,"-"
VALIANTLAB,EQ,VALIANT LABORATORIES LIMITED,20,"-"
VALIANTORG,EQ,VALIANT ORGANICS LIMITED,20,"-"
VARDHACRLC,EQ,VARDHMAN ACRYLICS LIMITED,20,"-"
VARDMNPOLY,EQ,VARDHMAN POLYTEX LIMITED,20,"-"
VARROC,EQ,VARROC ENGINEERING LIMITED,20,"-"
VASCONEQ,EQ,VASCON ENGINEERS LIMITED,20,"-"
VASWANI,EQ,VASWANI INDUSTRIES LIMITED,20,"-"
VDEAL,SM,VDEAL SYSTEM LIMITED,20,"-"
VEEDOL,EQ,VEEDOL CORPORATION LIMITED,20,"-"
VENKEYS,EQ,VENKY'S (INDIA) LIMITED,20,"-"
VENUSPIPES,EQ,VENUS PIPES & TUBES LIMITED,20,"-"
VERANDA,EQ,VERANDA LEARNING SOLUTIONS LIMITED,20,"-"
VERTIS,IV,VERTIS INFRASTRUCTURE TRUST,20,"-"
VERTOZ,EQ,VERTOZ LIMITED,20,"-"
VESUVIUS,EQ,VESUVIUS INDIA LIMITED,20,"-"
VETO,EQ,VETO SWITCHGEARS AND CABLES LIMITED,20,"-"
VGINFOTECH,SM,VIRTUAL GALAXY INFOTECH LIMITED,20,"-"
VGUARD,EQ,V-GUARD INDUSTRIES LIMITED,20,"-"
VHL,EQ,VARDHMAN HOLDINGS LIMITED,20,"-"
VICTORYEV,SM,VICTORY ELECTRIC VEHICLES INTERNATIONAL LIMITED,20,"-"
VIDHIING,EQ,VIDHI SPECIALTY FOOD INGREDIENTS LIMITED,20,"-"
VIDYAWIRES,EQ,VIDYA WIRES LIMITED,20,"-"
VIGOR,SM,VIGOR PLAST INDIA LIMITED,20,"-"
VIJAYA,EQ,VIJAYA DIAGNOSTIC CENTRE LIMITED,20,"-"
VIJAYPD,SM,VIJAYPD CEUTICAL LIMITED,20,"-"
VIKASECO,EQ,VIKAS ECOTECH LIMITED,20,"-"
VIKASLIFE,EQ,VIKAS LIFECARE LIMITED,20,"-"
VIKRAMSOLR,EQ,VIKRAM SOLAR LIMITED,20,"-"
VIKRAN,EQ,VIKRAN ENGINEERING LIMITED,20,"-"
VILAS,SM,VILAS TRANSCORE LIMITED,20,"-"
VIMTALABS,EQ,VIMTA LABS LIMITED,20,"-"
VINATIORGA,EQ,VINATI ORGANICS LIMITED,20,"-"
VINCOFE,EQ,VINTAGE COFFEE AND BEVERAGES LIMITED,20,"-"
VINDHYATEL,EQ,VINDHYA TELELINKS LIMITED,20,"-"
VINEETLAB,EQ,VINEET LABORATORIES LIMITED,20,"-"
VINNY,EQ,VINNY OVERSEAS LIMITED,20,"-"
VINSYS,SM,VINSYS IT SERVICES INDIA LIMITED,20,"-"
VINYAS,SM,VINYAS INNOVATIVE TECHNOLOGIES LIMITED,20,"-"
VINYLINDIA,EQ,VINYL CHEMICALS (INDIA) LIMITED,20,"-"
VIPCLOTHNG,EQ,VIP CLOTHING LIMITED,20,"-"
VIPIND,EQ,VIP INDUSTRIES LIMITED,20,"-"
VISAKAIND,EQ,VISAKA INDUSTRIES LIMITED,20,"-"
VISHNU,EQ,VISHNU CHEMICALS LIMITED,20,"-"
VISHNUINFR,SM,VISHNUSURYA PROJECTS AND INFRA LIMITED,20,"-"
VISHWARAJ,EQ,VISHWARAJ SUGAR INDUSTRIES LIMITED,20,"-"
VISHWAS,SM,VISHWAS AGRI SEEDS LIMITED,20,"-"
VIVIANA,SM,VIVIANA POWER TECH LIMITED,20,"-"
VIVIDHA,EQ,VISAGAR POLYTEX LIMITED,20,"GSM STAGE - 0"
VIYASH,EQ,VIYASH SCIENTIFIC LIMITED,20,"-"
VLINFRA,SM,V.L.INFRAPROJECTS LIMITED,20,"-"
VLSFINANCE,EQ,VLS FINANCE LIMITED,20,"-"
VMARCIND,SM,V MARC INDIA LIMITED,20,"-"
VMART,EQ,V-MART RETAIL LIMITED,20,"-"
VMM,EQ,VISHAL MEGA MART LIMITED,20,"-"
VMSTMT,EQ,VMS TMT LIMITED,20,"-"
VOLTAMP,EQ,VOLTAMP TRANSFORMERS LIMITED,20,"-"
VPRPL,EQ,VISHNU PRAKASH R PUNGLIA LIMITED,20,"-"
VRAJ,EQ,VRAJ IRON AND STEEL LIMITED,20,"-"
VRLLOG,EQ,VRL LOGISTICS LIMITED,20,"-"
VSSL,EQ,VARDHMAN SPECIAL STEELS LIMITED,20,"-"
VSTIND,EQ,VST INDUSTRIES LIMITED,20,"-"
VSTL,EQ,VIBHOR STEEL TUBES LIMITED,20,"-"
VSTTILLERS,EQ,V.S.T TILLERS TRACTORS LIMITED,20,"-"
VTL,EQ,VARDHMAN TEXTILES LIMITED,20,"-"
WAAREERTL,EQ,WAAREE RENEWABLE TECHNOLOGIES LIMITED,20,"-"
WABAG,EQ,VA TECH WABAG LIMITED,20,"-"
WAKEFIT,EQ,WAKEFIT INNOVATIONS LIMITED,20,"-"
WALCHANNAG,EQ,WALCHANDNAGAR INDUSTRIES LIMITED,20,"-"
WANBURY,EQ,WANBURY LIMITED,20,"-"
WCIL,EQ,WESTERN CARRIERS (INDIA) LIMITED,20,"-"
WEALTH,EQ,WEALTH FIRST PORTFOLIO MANAGERS LIMITED,20,"-"
WEBELSOLAR,EQ,WEBSOL ENERGY SYSTEM LIMITED,20,"-"
WEIZMANIND,EQ,WEIZMANN LIMITED,20,"-"
WEL,EQ,WONDER ELECTRICALS LIMITED,20,"-"
WELCORP,EQ,WELSPUN CORP LIMITED,20,"-"
WELENT,EQ,WELSPUN ENTERPRISES LIMITED,20,"-"
WELINV,EQ,WELSPUN INVESTMENTS AND COMMERCIALS LIMITED,20,"-"
WELSPUNLIV,EQ,WELSPUN LIVING LIMITED,20,"-"
WENDT,EQ,WENDT (INDIA) LIMITED,20,"-"
WESTLIFE,EQ,WESTLIFE FOODWORLD LIMITED,20,"-"
WEWORK,EQ,WEWORK INDIA MANAGEMENT LIMITED,20,"-"
WHEELS,EQ,WHEELS INDIA LIMITED,20,"-"
WHIRLPOOL,EQ,WHIRLPOOL OF INDIA LIMITED,20,"-"
WHITEFORCE,SM,HAPPY SQUARE OUTSOURCING SERVICES LIMITED,20,"-"
WILLAMAGOR,EQ,WILLIAMSON MAGOR & COMPANY LIMITED,20,"GSM STAGE - 0"
WINDLAS,EQ,WINDLAS BIOTECH LIMITED,20,"-"
WINDMACHIN,EQ,WINDSOR MACHINES LIMITED,20,"-"
